Technischer Schlüssel,Schlüssel,Objektnummer,Bezirk,Ortsteil,Art der Grünanlage,Name des Spielplatzes,Namenszusatz des Spielplatzes,Baujahr,letztes Sanierungsjahr,Größe in m² (Kataster),Widmung,Nummer des Planungsraumes,Name des Planungsraumes,Nettospielfläche in m²
00008100_001c69f4,00008100:001c69f4,100092,Treptow-Köpenick,Köpenick,Spielplatz,Friedrichshagener Straße/ Mühlenfließ Köp KSP,Mühlenfließ Hangrutsche,-,-,642.10,gewidmet,09501941,Friedrichshagener Straße,642.10
00008100_001c69f3,00008100:001c69f3,100122,Treptow-Köpenick,Köpenick,Spielplatz,Friedrichshagener Straße/ Skatebordanlage Köp KSP,(6a/1-3),1996,-,708.10,gewidmet,09501941,Friedrichshagener Straße,654.77
00008100_001c6852,00008100:001c6852,010132,Treptow-Köpenick,Alt-Treptow,Spielplatz,Wildenbruchstraße 38 AT - Keine Pflege!,"""Kuhfuß"" ",-,-,2973.40,gewidmet,09100101,Alt-Treptow,1500.00
00008100_001c6651,00008100:001c6651,060332,Treptow-Köpenick,Altglienicke,Spielplatz,Zum Alten Windmühlenberg/ Rapunzelstraße Ag KSP,-,2010,-,2808.00,gewidmet,09300920,Dorf Altglienicke,1546.30
00008100_001c6635,00008100:001c6635,060322,Treptow-Köpenick,Altglienicke,Spielplatz,Zum Alten Windmühlenberg  Ag KSP,Spielbereiche im Hangkantenpark,2013,-,1000.00,gewidmet,09300920,Dorf Altglienicke,2350.00
00008100_001c64e8,00008100:001c64e8,020062,Treptow-Köpenick,Plänterwald,Spielplatz,Willi-Sänger-Straße hinter Nr. 1 Pl KSP,-,2002,-,612.80,gewidmet,09100203,Plänterwald Ost,582.23
00008100_001c6782,00008100:001c6782,010032,Treptow-Köpenick,Alt-Treptow,Spielplatz,Am Treptower Park/ große Liegewiese (Park) AT KSP,Niere,-,-,423.00,gewidmet,09100101,Alt-Treptow,423.13
00008100_001c69e1,00008100:001c69e1,110052,Treptow-Köpenick,Friedrichshagen,Spielplatz,Dahlwitzer Landstraße/ Hinter dem Kurpark Fr KSP,(6a/9-8/9),-,-,1875.00,gewidmet,09501736,Hirschgarten,1219.06
00008100_001c64c4,00008100:001c64c4,080052,Treptow-Köpenick,Bohnsdorf,Spielplatz,Höhensteig/ Lindenblütenstraße 25 Bo KSP,Falkenberg,2003,2020,2229.80,gewidmet,09301024,Falkenberg,1470.24
00008100_001c64f1,00008100:001c64f1,100202,Treptow-Köpenick,Köpenick,Spielplatz,Piepertswinkel/ Wuhleweg Köp KSP,An der Wuhle,-,-,65.00,gewidmet,09502043,Dammheide,65.42
00008100_001c6557,00008100:001c6557,060042,Treptow-Köpenick,Altglienicke,Spielplatz,Köpenicker Straße/ am alten Friedhof Ag KSP,Dracheninsel,2007,-,550.00,gewidmet,09300920,Dorf Altglienicke,300.00
00008100_001c69ea,00008100:001c69ea,100412,Treptow-Köpenick,Köpenick,Spielplatz,Salvador-Allende-Straße/ Uferpromenade Köp KSP,(6a/7-10),2022,-,1326.10,gewidmet,09401432,Siedlung Kämmereiheide,1480.73
00008100_001c6978,00008100:001c6978,100142,Treptow-Köpenick,Köpenick,Spielplatz,Grüne Trift 125a/ Dregerhoffstraße Köp KSP,-,-,-,5376.00,gewidmet,09401329,Kietzer Feld/Nachtheide,4000.00
00008100_001c69c5,00008100:001c69c5,100192,Treptow-Köpenick,Köpenick,Spielplatz,Pablo-Neruda-Straße 5/ Skatebordanlage Köp KSP,-,-,-,426.00,gewidmet,09401431,Allende I,350.00
00008100_001c6856,00008100:001c6856,010052,Treptow-Köpenick,Alt-Treptow,Spielplatz,Lohmühlenstraße 24 AT KSP,"""Regenbogen""",-,-,1026.00,gewidmet,09100101,Alt-Treptow,640.00
00008100_001c64eb,00008100:001c64eb,030052,Treptow-Köpenick,Baumschulenweg,Spielplatz,Kiefholzstraße 207/ Britzer Zweigkanal Ba KSP,-,-,-,1079.10,gewidmet,09100304,Baumschulenweg West,800.00
00008100_001c64a5,00008100:001c64a5,050012,Treptow-Köpenick,Niederschöneweide,Spielplatz,Hasselwerderstraße neben Nr 15 (Ball) Nie KSP,Ballspielplatz,-,-,800.00,gewidmet,09200613,Bahnhof Schöneweide,800.01
00008100_001c69ee,00008100:001c69ee,100032,Treptow-Köpenick,Köpenick,Spielplatz,Bahnhofstraße/ Am Generalshof Köp KSP,-,-,1995,1103.30,gewidmet,09501941,Friedrichshagener Straße,486.86
00008100_001c651d,00008100:001c651d,080062,Treptow-Köpenick,Bohnsdorf,Spielplatz,Höhensteig 2/ Grünzug Falkenberg Bo KSP,Mit Berg,2008,-,4780.20,gewidmet,09301024,Falkenberg,2694.00
00008100_001c6bc9,00008100:001c6bc9,100312,Treptow-Köpenick,Köpenick,Spielplatz,Mentzelstraße Köp KSP,Kleinkinderspielplatz,2009,-,500.00,gewidmet,09200818,Spindlersfeld,450.51
00008100_00241a09,00008100:00241a09,060082,Treptow-Köpenick,Altglienicke,Spielplatz,Alfonsstraße / Kasperstraße Ag KSP,-,2017,-,1120.00,gewidmet,09300920,Dorf Altglienicke,876.64
00008100_001c69ec,00008100:001c69ec,130022,Treptow-Köpenick,Grünau,Spielplatz,Dahmestraße/ Uferpark Gr KSP,-,1992,2017,1915.00,gewidmet,09301126,Grünau,1915.00
00008100_001c664a,00008100:001c664a,060212,Treptow-Köpenick,Altglienicke,Spielplatz,Porzer Straße/ Coloniapark II Ag KSP,-,2002,2015,993.40,gewidmet,09300923,Kölner Viertel,815.46
00008100_001c6518,00008100:001c6518,040062,Treptow-Köpenick,Johannisthal,Spielplatz,Wolfgang-Harlan-Straße/ Westfuge Jo KSP,Hermann-Dorner-Allee ehemaliges Flugfeld,2007,-,3130.00,-,09100409,Landschaftspark Adlershof,1657.23
00008100_001c664d,00008100:001c664d,060342,Treptow-Köpenick,Altglienicke,Spielplatz,Lieselstraße ggü.Nr.36a Ag KSP,-,-,-,606.00,gewidmet,09300920,Dorf Altglienicke,300.00
00008100_001c64e1,00008100:001c64e1,050062,Treptow-Köpenick,Niederschöneweide,Spielplatz,Hainstraße neben Nr. 45/ Hasselwerder Ufer Nie KSP,-,-,-,720.00,gewidmet,09200613,Bahnhof Schöneweide,700.00
00008100_001c6725,00008100:001c6725,050022,Treptow-Köpenick,Niederschöneweide,Spielplatz,Hasselwerderstraße neben Nr. 22 Nie KSP,-,-,-,883.00,gewidmet,09200613,Bahnhof Schöneweide,801.82
00008100_001c672a,00008100:001c672a,050032,Treptow-Köpenick,Niederschöneweide,Spielplatz,Köllnische Straße 35 Nie KSP,-,-,-,1033.30,gewidmet,09200613,Bahnhof Schöneweide,3280.40
00008100_001c69ef,00008100:001c69ef,100082,Treptow-Köpenick,Köpenick,Spielplatz,Friedrichshagener Straße/ Bolzplatz Köp KSP,-,-,-,689.00,gewidmet,09501941,Friedrichshagener Straße,689.01
00008100_001c69e9,00008100:001c69e9,100332,Treptow-Köpenick,Köpenick,Spielplatz,Müggelheimer Damm/ Volkspark Köp KSP,-,-,-,1520.00,gewidmet,09401433,Allende II,1460.61
00008100_001c674b,00008100:001c674b,040172,Treptow-Köpenick,Johannisthal,Spielplatz,Südostallee hinter Nr. 216-222 Jo KSP,v.d.Seniorenheim; Brombeerwinkel,-,-,730.90,gewidmet,09100407,Johannisthal West,510.00
00008100_001c6521,00008100:001c6521,040022,Treptow-Köpenick,Johannisthal,Spielplatz,Gerhard-Sedlmayr-Straße/ Bolzplatz Jo KSP,Hermann-Dorner-Allee ehemaliges Flugfeld,-,-,2372.60,-,09100409,Landschaftspark Adlershof,1500.00
00008100_001c6853,00008100:001c6853,010112,Treptow-Köpenick,Alt-Treptow,Spielplatz,Karl-Kunger-Straße zw. 30 u.33 AT KSP,"""Vogeltränke""",-,-,1673.30,gewidmet,09100101,Alt-Treptow,1100.00
00008100_001c676d,00008100:001c676d,030072,Treptow-Köpenick,Baumschulenweg,Spielplatz,Köpenicker Landstraße/ Rodelbergweg Ba KSP,-,2020,-,1335.00,gewidmet,09100305,Baumschulenweg Ost,743.94
00008100_001c69eb,00008100:001c69eb,100222,Treptow-Köpenick,Köpenick,Spielplatz,Landjägerstraße/ Amtswäldchen Köp KSP,(6a/3-11),-,-,1755.30,gewidmet,09401534,Altstadt Köpenick,1354.62
00008100_001c676a,00008100:001c676a,030022,Treptow-Köpenick,Baumschulenweg,Spielplatz,Hänselstraße/ Kiefholzstraße vor Nr. 151 Ba KSP,-,-,-,3237.00,gewidmet,09100304,Baumschulenweg West,1623.00
00008100_001c69ed,00008100:001c69ed,100102,Treptow-Köpenick,Köpenick,Spielplatz,Ernst-Grube-Straße Köp KSP,-,-,-,496.50,gewidmet,09200818,Spindlersfeld,498.30
00008100_001c6963,00008100:001c6963,100382,Treptow-Köpenick,Köpenick,Spielplatz,Ottomar-Geschke-Straße/ Köllnische Vorstadt Köp KSP,"Ballspielplatz, Drachenwiese",-,2007,2845.70,gewidmet,09200819,Köllnische Vorstadt,2450.00
00008100_001c69fa,00008100:001c69fa,090042,Treptow-Köpenick,Oberschöneweide,Spielplatz,Griechische Allee/ Fontanestraße Ob KSP,"Griechischer Park, Kleinkinderspielplatz",-,-,512.90,gewidmet,09200511,Griechischer Park,416.00
